Date,Mode,Count
11/12/2022,BT,"891,655"
11/13/2022,MNR,"76,460"
11/13/2022,Subway,"1,794,024"
11/13/2022,SIR,"1,658"
11/13/2022,LIRR,"76,869"
11/13/2022,Bus,"662,034"
11/13/2022,BT,"862,586"
11/13/2022,AAR,"15,544"
11/14/2022,BT,"893,380"
11/14/2022,Subway,"3,401,075"
11/14/2022,SIR,"7,135"
11/14/2022,MNR,"165,573"
11/14/2022,LIRR,"181,582"
11/14/2022,Bus,"1,441,705"
11/14/2022,AAR,"25,728"
11/15/2022,BT,"907,032"
11/15/2022,Subway,"3,713,627"
11/15/2022,SIR,"7,776"
11/15/2022,MNR,"182,790"
11/15/2022,LIRR,"196,179"
11/15/2022,Bus,"1,483,782"
11/15/2022,AAR,"28,155"
11/16/2022,BT,"916,270"
11/16/2022,Subway,"3,751,773"
11/16/2022,SIR,"7,589"
11/16/2022,MNR,"179,233"
11/16/2022,LIRR,"194,893"
11/16/2022,Bus,"1,484,607"
11/16/2022,AAR,"28,574"
11/17/2022,AAR,"28,778"
11/17/2022,Subway,"3,797,815"
11/17/2022,SIR,"7,633"
11/17/2022,MNR,"178,147"
11/17/2022,LIRR,"193,797"
11/17/2022,Bus,"1,493,119"
11/17/2022,BT,"966,718"
11/18/2022,AAR,"27,236"
11/18/2022,Subway,"3,539,202"
11/18/2022,SIR,"6,546"
11/18/2022,MNR,"161,777"
11/18/2022,LIRR,"183,576"
11/18/2022,Bus,"1,412,974"
11/18/2022,BT,"985,239"
11/19/2022,BT,"932,718"
11/19/2022,Subway,"2,323,449"
11/19/2022,SIR,"1,630"
11/19/2022,MNR,"101,076"
11/19/2022,LIRR,"97,654"
11/19/2022,Bus,"864,766"
11/19/2022,AAR,"16,076"
11/20/2022,BT,"833,468"
11/20/2022,Subway,"1,721,187"
11/20/2022,SIR,"1,079"
11/20/2022,MNR,"74,870"
11/20/2022,LIRR,"74,524"
11/20/2022,Bus,"645,986"
11/20/2022,AAR,"15,556"
11/21/2022,AAR,"25,766"
11/21/2022,Subway,"3,363,626"
11/21/2022,SIR,"7,017"
11/21/2022,MNR,"166,517"
11/21/2022,LIRR,"185,570"
11/21/2022,Bus,"1,393,031"
11/21/2022,BT,"900,276"
11/22/2022,MNR,"183,771"
11/22/2022,Subway,"3,548,882"
11/22/2022,SIR,"7,462"
11/22/2022,LIRR,"200,264"
11/22/2022,Bus,"1,447,618"
11/22/2022,BT,"986,860"
11/22/2022,AAR,"27,957"
11/23/2022,Bus,"1,358,016"
11/23/2022,Subway,"3,263,998"
11/23/2022,SIR,"6,862"
11/23/2022,AAR,"25,032"
11/23/2022,MNR,"184,135"
11/23/2022,LIRR,"210,438"
11/23/2022,BT,"987,510"
11/24/2022,BT,"861,586"
11/24/2022,Subway,"1,382,266"
11/24/2022,SIR,"2,006"
11/24/2022,MNR,"90,057"
11/24/2022,LIRR,"90,771"
11/24/2022,Bus,"515,903"
11/24/2022,AAR,"18,369"
11/25/2022,BT,"768,844"
11/25/2022,Subway,"2,058,658"
11/25/2022,SIR,"3,361"
11/25/2022,MNR,"148,368"
11/25/2022,LIRR,"163,354"
11/25/2022,Bus,"842,892"
11/25/2022,AAR,"12,834"
11/26/2022,AAR,"12,576"
11/26/2022,Subway,"1,999,608"
11/26/2022,SIR,"2,286"
11/26/2022,MNR,"106,685"
11/26/2022,LIRR,"105,304"
11/26/2022,Bus,"781,665"
11/26/2022,BT,"855,586"
11/27/2022,MNR,"76,680"
11/27/2022,Subway,"1,476,228"
11/27/2022,SIR,"1,408"
11/27/2022,LIRR,"79,973"
11/27/2022,Bus,"562,073"
11/27/2022,BT,"817,212"
11/27/2022,AAR,"13,063"
11/28/2022,BT,"908,669"
11/28/2022,Subway,"3,265,971"
11/28/2022,SIR,"7,120"
11/28/2022,MNR,"163,694"
11/28/2022,LIRR,"186,710"
11/28/2022,Bus,"1,397,963"
11/28/2022,AAR,"24,969"
11/29/2022,BT,"894,717"
11/29/2022,Subway,"3,596,894"
11/29/2022,SIR,"7,510"
11/29/2022,MNR,"181,370"
11/29/2022,LIRR,"192,494"
11/29/2022,Bus,"1,455,294"
11/29/2022,AAR,"27,009"
11/30/2022,BT,"861,393"
11/30/2022,Subway,"3,568,413"
11/30/2022,SIR,"7,204"
11/30/2022,MNR,"177,367"
11/30/2022,LIRR,"189,152"
11/30/2022,Bus,"1,356,729"
11/30/2022,AAR,"26,469"
12/1/2022,AAR,"27,018"
12/1/2022,Subway,"3,770,495"
12/1/2022,SIR,"7,538"
12/1/2022,MNR,"166,856"
12/1/2022,LIRR,"181,825"
12/1/2022,Bus,"1,459,934"
12/1/2022,BT,"935,192"
12/2/2022,AAR,"27,007"
12/2/2022,Subway,"3,600,504"
12/2/2022,SIR,"6,576"
12/2/2022,MNR,"152,746"
12/2/2022,LIRR,"172,860"
12/2/2022,Bus,"1,395,642"
12/2/2022,BT,"936,922"
12/3/2022,BT,"818,524"
12/3/2022,Subway,"2,291,687"
12/3/2022,SIR,"1,467"
12/3/2022,MNR,"89,976"
12/3/2022,LIRR,"87,730"
12/3/2022,Bus,"760,109"
12/3/2022,AAR,"15,540"
12/4/2022,BT,"806,711"
12/4/2022,Subway,"1,990,479"
12/4/2022,SIR,"1,266"
12/4/2022,MNR,"80,173"
12/4/2022,LIRR,"81,381"
12/4/2022,Bus,"681,713"
12/4/2022,AAR,"15,763"
12/5/2022,BT,"877,396"
12/5/2022,Subway,"3,481,640"
12/5/2022,SIR,"7,013"
12/5/2022,MNR,"164,873"
12/5/2022,LIRR,"183,238"
12/5/2022,Bus,"1,429,308"
12/5/2022,AAR,"26,409"
12/6/2022,AAR,"27,305"
12/6/2022,Subway,"3,753,299"
12/6/2022,SIR,"7,447"
12/6/2022,MNR,"178,862"
12/6/2022,LIRR,"195,892"
12/6/2022,Bus,"1,414,979"
12/6/2022,BT,"881,978"
12/7/2022,AAR,"27,941"
12/7/2022,Subway,"3,835,333"
12/7/2022,SIR,"7,526"
12/7/2022,MNR,"178,345"
12/7/2022,LIRR,"194,436"
12/7/2022,Bus,"1,442,871"
12/7/2022,BT,"902,541"
12/8/2022,BT,"951,837"
12/8/2022,Subway,"3,931,499"
12/8/2022,SIR,"7,541"
12/8/2022,MNR,"182,314"
12/8/2022,LIRR,"192,958"
12/8/2022,Bus,"1,480,877"
12/8/2022,AAR,"28,292"
12/9/2022,BT,"967,823"
12/9/2022,Subway,"3,710,928"
12/9/2022,SIR,"6,379"
12/9/2022,MNR,"165,147"
12/9/2022,LIRR,"185,104"
12/9/2022,Bus,"1,386,473"
12/9/2022,AAR,"26,213"
12/10/2022,AAR,"16,232"
12/10/2022,Subway,"2,663,493"
12/10/2022,SIR,"1,873"
12/10/2022,MNR,"119,858"
12/10/2022,LIRR,"112,142"
12/10/2022,Bus,"869,320"
12/10/2022,BT,"902,924"
12/11/2022,AAR,"14,949"
12/11/2022,Subway,"1,865,579"
12/11/2022,SIR,"1,103"
12/11/2022,MNR,"74,273"
12/11/2022,LIRR,"77,607"
12/11/2022,Bus,"618,870"
12/11/2022,BT,"780,359"
12/12/2022,Bus,"1,384,864"
12/12/2022,Subway,"3,466,978"
12/12/2022,SIR,"6,838"
12/12/2022,AAR,"25,771"
12/12/2022,MNR,"163,516"
12/12/2022,LIRR,"182,973"
12/12/2022,BT,"879,951"
12/13/2022,BT,"911,982"
12/13/2022,Subway,"3,763,568"
12/13/2022,SIR,"7,570"
12/13/2022,MNR,"183,214"
12/13/2022,LIRR,"197,613"
12/13/2022,Bus,"1,437,228"
12/13/2022,AAR,"28,234"
12/14/2022,BT,"944,777"
12/14/2022,Subway,"3,777,173"
12/14/2022,SIR,"7,400"
12/14/2022,MNR,"183,484"
12/14/2022,LIRR,"196,921"
12/14/2022,Bus,"1,435,020"
12/14/2022,AAR,"29,081"
12/15/2022,AAR,"27,034"
12/15/2022,Subway,"3,726,154"
12/15/2022,SIR,"7,001"
12/15/2022,MNR,"173,709"
12/15/2022,LIRR,"191,261"
12/15/2022,Bus,"1,363,160"
12/15/2022,BT,"935,757"
12/16/2022,AAR,"24,074"
12/16/2022,Subway,"3,270,016"
12/16/2022,SIR,"5,823"
12/16/2022,MNR,"151,244"
12/16/2022,LIRR,"170,615"
12/16/2022,Bus,"1,221,634"
12/16/2022,BT,"920,830"
12/17/2022,BT,"936,674"
12/17/2022,Subway,"2,577,771"
12/17/2022,SIR,"2,071"
12/17/2022,MNR,"123,286"
12/17/2022,LIRR,"114,272"
12/17/2022,Bus,"884,283"
12/17/2022,AAR,"16,788"
12/18/2022,BT,"845,630"
12/18/2022,Subway,"1,967,199"
12/18/2022,SIR,"1,487"
12/18/2022,MNR,"87,425"
12/18/2022,LIRR,"87,146"
12/18/2022,Bus,"668,994"
12/18/2022,AAR,"16,036"
12/19/2022,AAR,"25,529"
12/19/2022,Subway,"3,381,411"
12/19/2022,SIR,"6,591"
12/19/2022,MNR,"159,383"
12/19/2022,LIRR,"178,278"
12/19/2022,Bus,"1,352,455"
12/19/2022,BT,"890,263"
12/20/2022,MNR,"173,346"
12/20/2022,Subway,"3,586,084"
12/20/2022,SIR,"7,046"
12/20/2022,LIRR,"191,991"
12/20/2022,Bus,"1,398,728"
12/20/2022,BT,"927,027"
12/20/2022,AAR,"27,148"
12/21/2022,BT,"957,512"
12/21/2022,Subway,"3,563,236"
12/21/2022,SIR,"6,993"
12/21/2022,MNR,"168,379"
12/21/2022,LIRR,"191,684"
12/21/2022,Bus,"1,393,290"
12/21/2022,AAR,"28,480"
12/22/2022,BT,"940,403"
12/22/2022,Subway,"3,187,083"
12/22/2022,SIR,"5,728"
12/22/2022,MNR,"147,366"
12/22/2022,LIRR,"177,675"
12/22/2022,Bus,"1,269,330"
12/22/2022,AAR,"25,244"
12/23/2022,BT,"816,096"
12/23/2022,Subway,"2,738,016"
12/23/2022,SIR,"4,523"
12/23/2022,MNR,"138,857"
12/23/2022,LIRR,"163,716"
12/23/2022,Bus,"1,057,686"
12/23/2022,AAR,"20,359"
12/24/2022,AAR,"12,759"
12/24/2022,Subway,"1,411,469"
12/24/2022,SIR,"1,304"
12/24/2022,MNR,"60,373"
12/24/2022,LIRR,"61,701"
12/24/2022,Bus,"497,129"
12/24/2022,BT,"748,638"
12/25/2022,AAR,"13,709"
12/25/2022,Subway,"1,008,452"
12/25/2022,SIR,"1,005"
12/25/2022,MNR,"47,454"
12/25/2022,LIRR,"51,896"
12/25/2022,Bus,"321,245"
12/25/2022,BT,"732,924"
12/26/2022,BT,"767,127"
12/26/2022,Subway,"1,812,842"
12/26/2022,SIR,"2,214"
12/26/2022,MNR,"89,137"
12/26/2022,LIRR,"87,401"
12/26/2022,Bus,"644,828"
12/26/2022,AAR,"9,327"
12/27/2022,BT,"885,227"
12/27/2022,Subway,"2,729,514"
12/27/2022,SIR,"5,228"
12/27/2022,MNR,"156,503"
12/27/2022,LIRR,"178,880"
12/27/2022,Bus,"1,027,687"
12/27/2022,AAR,"21,363"
12/28/2022,AAR,"23,571"
12/28/2022,Subway,"2,947,028"
12/28/2022,SIR,"5,407"
12/28/2022,MNR,"163,499"
12/28/2022,LIRR,"182,226"
12/28/2022,Bus,"1,088,279"
12/28/2022,BT,"895,059"
12/29/2022,AAR,"23,200"
12/29/2022,Subway,"3,039,432"
12/29/2022,SIR,"5,597"
12/29/2022,MNR,"167,129"
12/29/2022,LIRR,"189,075"
12/29/2022,Bus,"1,099,513"
12/29/2022,BT,"919,855"
12/30/2022,LIRR,"193,989"
12/30/2022,Subway,"3,063,480"
12/30/2022,SIR,"5,338"
12/30/2022,BT,"930,119"
12/30/2022,AAR,"22,951"
12/30/2022,MNR,"176,215"
12/30/2022,Bus,"1,087,122"
12/31/2022,BT,"688,653"
12/31/2022,Subway,"1,927,101"
12/31/2022,SIR,"1,847"
12/31/2022,MNR,"81,198"
12/31/2022,LIRR,"81,590"
12/31/2022,Bus,"651,474"
12/31/2022,AAR,"14,090"
1/1/2023,BT,"739,832"
1/1/2023,Subway,"1,675,507"
1/1/2023,SIR,"1,771"
1/1/2023,MNR,"66,309"
1/1/2023,LIRR,"67,722"
1/1/2023,Bus,"475,226"
1/1/2023,AAR,"11,476"
1/2/2023,AAR,"10,136"
1/2/2023,Subway,"1,938,154"
1/2/2023,SIR,"2,671"
1/2/2023,MNR,"72,403"
1/2/2023,LIRR,"76,247"
1/2/2023,Bus,"739,507"
1/2/2023,BT,"695,181"
1/3/2023,MNR,"167,136"
1/3/2023,Subway,"3,175,777"
1/3/2023,SIR,"6,853"
1/3/2023,LIRR,"179,109"
1/3/2023,Bus,"1,268,913"
1/3/2023,BT,"818,603"
1/3/2023,AAR,"24,868"
1/4/2023,BT,"843,875"
1/4/2023,Subway,"3,413,052"
1/4/2023,SIR,"7,282"
1/4/2023,MNR,"170,847"
1/4/2023,LIRR,"182,834"
1/4/2023,Bus,"1,391,449"
1/4/2023,AAR,"26,848"
1/5/2023,BT,"864,461"
1/5/2023,Subway,"3,428,520"
1/5/2023,SIR,"7,042"
1/5/2023,MNR,"166,642"
1/5/2023,LIRR,"175,278"
1/5/2023,Bus,"1,378,698"
1/5/2023,AAR,"26,808"
1/6/2023,BT,"878,051"
1/6/2023,Subway,"3,229,858"
1/6/2023,SIR,"6,050"
1/6/2023,MNR,"142,524"
1/6/2023,LIRR,"161,259"
1/6/2023,Bus,"1,319,595"
1/6/2023,AAR,"25,824"
1/7/2023,AAR,"14,828"
1/7/2023,Subway,"2,116,138"
1/7/2023,SIR,"2,297"
1/7/2023,MNR,"85,244"
1/7/2023,LIRR,"87,215"
1/7/2023,Bus,"806,981"
1/7/2023,BT,"811,276"
1/8/2023,AAR,"15,157"
1/8/2023,Subway,"1,610,764"
1/8/2023,SIR,"1,529"
1/8/2023,MNR,"64,893"
1/8/2023,LIRR,"68,647"
1/8/2023,Bus,"628,612"
1/8/2023,BT,"742,022"
1/9/2023,BT,"832,659"
1/9/2023,Subway,"3,145,743"
1/9/2023,SIR,"6,629"
1/9/2023,MNR,"157,335"
1/9/2023,LIRR,"173,594"
1/9/2023,Bus,"1,353,638"
1/9/2023,AAR,"24,923"
1/10/2023,BT,"863,402"
1/10/2023,Subway,"3,469,177"
1/10/2023,SIR,"7,414"
1/10/2023,MNR,"179,530"
1/10/2023,LIRR,"196,817"
1/10/2023,Bus,"1,412,543"
1/10/2023,AAR,"27,309"
1/11/2023,BT,"867,649"
1/11/2023,Subway,"3,508,962"
1/11/2023,SIR,"7,166"
1/11/2023,MNR,"174,349"
1/11/2023,LIRR,"188,904"
1/11/2023,Bus,"1,421,914"
1/11/2023,AAR,"27,991"
1/12/2023,AAR,"27,119"
1/12/2023,Subway,"3,472,709"
1/12/2023,SIR,"7,150"
1/12/2023,MNR,"168,701"
1/12/2023,LIRR,"188,850"
1/12/2023,Bus,"1,364,715"
1/12/2023,BT,"885,122"
1/13/2023,AAR,"26,085"
1/13/2023,Subway,"3,270,020"
1/13/2023,SIR,"6,042"
1/13/2023,MNR,"147,885"
1/13/2023,LIRR,"167,475"
1/13/2023,Bus,"1,345,748"
1/13/2023,BT,"926,298"
1/14/2023,BT,"820,548"
1/14/2023,Subway,"2,072,387"
1/14/2023,SIR,"2,059"
1/14/2023,MNR,"83,565"
1/14/2023,LIRR,"84,718"
1/14/2023,Bus,"785,952"
1/14/2023,AAR,"15,407"
1/15/2023,BT,"760,062"
1/15/2023,Subway,"1,705,804"
1/15/2023,SIR,"1,510"
1/15/2023,MNR,"70,493"
1/15/2023,LIRR,"72,479"
1/15/2023,Bus,"621,041"
1/15/2023,AAR,"15,198"
1/16/2023,AAR,"14,617"
1/16/2023,Subway,"2,172,218"
1/16/2023,SIR,"3,140"
1/16/2023,MNR,"75,892"
1/16/2023,LIRR,"82,416"
1/16/2023,Bus,"884,152"
1/16/2023,BT,"815,207"
1/17/2023,AAR,"27,214"
1/17/2023,Subway,"3,451,604"
1/17/2023,SIR,"7,492"
1/17/2023,MNR,"183,674"
1/17/2023,LIRR,"193,345"
1/17/2023,Bus,"1,399,573"
1/17/2023,BT,"874,293"
1/18/2023,Bus,"1,449,590"
1/18/2023,Subway,"3,603,344"
1/18/2023,SIR,"7,488"
1/18/2023,AAR,"29,223"
1/18/2023,MNR,"182,209"
1/18/2023,LIRR,"198,264"
1/18/2023,BT,"881,030"
1/19/2023,BT,"865,972"
1/19/2023,Subway,"3,492,226"
1/19/2023,SIR,"6,925"
1/19/2023,MNR,"170,122"
1/19/2023,LIRR,"179,752"
1/19/2023,Bus,"1,327,804"
1/19/2023,AAR,"26,737"
1/20/2023,BT,"918,497"
1/20/2023,Subway,"3,375,887"
1/20/2023,SIR,"6,192"
1/20/2023,MNR,"150,003"
1/20/2023,LIRR,"173,943"
1/20/2023,Bus,"1,383,181"
1/20/2023,AAR,"26,548"
1/21/2023,AAR,"15,580"
1/21/2023,Subway,"2,137,169"
1/21/2023,SIR,"2,058"
1/21/2023,MNR,"84,763"
1/21/2023,LIRR,"88,435"
1/21/2023,Bus,"823,236"
1/21/2023,BT,"829,548"
1/22/2023,AAR,"14,721"
1/22/2023,Subway,"1,593,386"
1/22/2023,SIR,"1,479"
1/22/2023,MNR,"61,728"
1/22/2023,LIRR,"64,883"
1/22/2023,Bus,"611,151"
1/22/2023,BT,"746,681"
1/23/2023,BT,"812,462"
1/23/2023,Subway,"3,135,214"
1/23/2023,SIR,"6,210"
1/23/2023,MNR,"155,439"
1/23/2023,LIRR,"172,927"
1/23/2023,Bus,"1,281,037"
1/23/2023,AAR,"25,087"
1/24/2023,BT,"867,402"
1/24/2023,Subway,"3,566,756"
1/24/2023,SIR,"7,335"
1/24/2023,MNR,"182,127"
1/24/2023,LIRR,"196,319"
1/24/2023,Bus,"1,410,676"
1/24/2023,AAR,"27,701"
1/25/2023,AAR,"26,738"
1/25/2023,Subway,"3,511,071"
1/25/2023,SIR,"6,937"
1/25/2023,MNR,"171,748"
1/25/2023,LIRR,"188,247"
1/25/2023,Bus,"1,342,717"
1/25/2023,BT,"818,572"
1/26/2023,MNR,"173,696"
1/26/2023,Subway,"3,629,029"
1/26/2023,SIR,"7,093"
1/26/2023,LIRR,"190,219"
1/26/2023,Bus,"1,408,545"
1/26/2023,BT,"894,362"
1/26/2023,AAR,"27,061"
1/27/2023,BT,"923,980"
1/27/2023,Subway,"3,335,372"
1/27/2023,SIR,"6,051"
1/27/2023,MNR,"149,763"
1/27/2023,LIRR,"178,881"
1/27/2023,Bus,"1,341,589"
1/27/2023,AAR,"26,826"
1/28/2023,BT,"844,952"
1/28/2023,Subway,"2,248,107"
1/28/2023,SIR,"2,333"
1/28/2023,MNR,"89,845"
1/28/2023,LIRR,"98,609"
1/28/2023,Bus,"861,680"
1/28/2023,AAR,"15,577"
1/29/2023,BT,"767,359"
1/29/2023,Subway,"1,637,398"
1/29/2023,SIR,"1,694"
1/29/2023,MNR,"65,422"
1/29/2023,LIRR,"73,109"
1/29/2023,Bus,"647,923"
1/29/2023,AAR,"15,371"
1/30/2023,AAR,"25,676"
1/30/2023,Subway,"3,223,530"
1/30/2023,SIR,"6,624"
1/30/2023,MNR,"159,176"
1/30/2023,LIRR,"180,476"
1/30/2023,Bus,"1,371,537"
1/30/2023,BT,"855,064"
1/31/2023,AAR,"27,308"
1/31/2023,Subway,"3,654,404"
1/31/2023,SIR,"7,593"
1/31/2023,MNR,"183,484"
1/31/2023,LIRR,"198,755"
1/31/2023,Bus,"1,365,926"
1/31/2023,BT,"856,512"
2/1/2023,BT,"872,149"
2/1/2023,Subway,"3,682,758"
2/1/2023,SIR,"7,588"
2/1/2023,MNR,"169,846"
2/1/2023,LIRR,"184,043"
2/1/2023,Bus,"1,460,146"
2/1/2023,AAR,"28,492"
2/2/2023,BT,"898,391"
2/2/2023,Subway,"3,699,932"
2/2/2023,SIR,"7,457"
2/2/2023,MNR,"169,864"
2/2/2023,LIRR,"187,799"
2/2/2023,Bus,"1,478,477"
2/2/2023,AAR,"27,917"
2/3/2023,AAR,"26,238"
2/3/2023,Subway,"3,189,550"
2/3/2023,SIR,"5,819"
2/3/2023,MNR,"135,908"
2/3/2023,LIRR,"158,579"
2/3/2023,Bus,"1,246,821"
2/3/2023,BT,"891,051"
2/4/2023,MNR,"64,032"
2/4/2023,Subway,"1,742,435"
2/4/2023,SIR,"1,555"
2/4/2023,LIRR,"69,433"
2/4/2023,Bus,"598,818"
2/4/2023,BT,"739,636"
2/4/2023,AAR,"13,439"
2/5/2023,Bus,"650,623"
2/5/2023,Subway,"1,625,375"
2/5/2023,SIR,"1,522"
2/5/2023,AAR,"15,413"
2/5/2023,MNR,"62,639"
2/5/2023,LIRR,"69,379"
2/5/2023,BT,"761,094"
2/6/2023,BT,"852,589"
2/6/2023,Subway,"3,372,445"
2/6/2023,SIR,"7,068"
2/6/2023,MNR,"157,813"
2/6/2023,LIRR,"181,320"
2/6/2023,Bus,"1,431,232"
2/6/2023,AAR,"26,639"
2/7/2023,BT,"871,447"
2/7/2023,Subway,"3,738,539"
2/7/2023,SIR,"7,736"
2/7/2023,MNR,"183,389"
2/7/2023,LIRR,"201,438"
2/7/2023,Bus,"1,491,417"
2/7/2023,AAR,"28,688"
2/8/2023,AAR,"29,653"
2/8/2023,Subway,"3,780,682"
2/8/2023,SIR,"7,647"
2/8/2023,MNR,"180,852"
2/8/2023,LIRR,"197,370"
2/8/2023,Bus,"1,513,135"
2/8/2023,BT,"888,483"
2/9/2023,MNR,"172,507"
2/9/2023,Subway,"3,754,859"
2/9/2023,SIR,"7,403"
2/9/2023,LIRR,"193,326"
2/9/2023,Bus,"1,462,622"
2/9/2023,BT,"912,777"
2/9/2023,AAR,"28,515"
2/10/2023,BT,"951,629"
2/10/2023,Subway,"3,539,529"
2/10/2023,SIR,"6,477"
2/10/2023,MNR,"154,760"
2/10/2023,LIRR,"179,637"
2/10/2023,Bus,"1,422,781"
2/10/2023,AAR,"28,094"
2/11/2023,BT,"868,299"
2/11/2023,Subway,"2,333,625"
2/11/2023,SIR,"1,615"
2/11/2023,MNR,"88,281"
2/11/2023,LIRR,"94,434"
2/11/2023,Bus,"865,782"
2/11/2023,AAR,"16,638"
2/12/2023,BT,"751,947"
2/12/2023,Subway,"1,746,099"
2/12/2023,SIR,"1,227"
2/12/2023,MNR,"63,383"
2/12/2023,LIRR,"67,457"
2/12/2023,Bus,"659,496"
2/12/2023,AAR,"16,305"
2/13/2023,AAR,"25,900"
2/13/2023,Subway,"3,303,337"
2/13/2023,SIR,"6,188"
2/13/2023,MNR,"159,741"
2/13/2023,LIRR,"180,002"
2/13/2023,Bus,"1,381,524"
2/13/2023,BT,"858,301"
2/14/2023,AAR,"29,001"
2/14/2023,Subway,"3,812,943"
2/14/2023,SIR,"7,557"
2/14/2023,MNR,"179,811"
2/14/2023,LIRR,"200,327"
2/14/2023,Bus,"1,480,867"
2/14/2023,BT,"901,909"
2/15/2023,BT,"908,598"
2/15/2023,Subway,"3,762,817"
2/15/2023,SIR,"7,491"
2/15/2023,MNR,"181,992"
2/15/2023,LIRR,"197,344"
2/15/2023,Bus,"1,499,155"
2/15/2023,AAR,"29,119"
2/16/2023,BT,"919,686"
2/16/2023,Subway,"3,683,782"
2/16/2023,SIR,"7,318"
2/16/2023,MNR,"172,189"
2/16/2023,LIRR,"189,802"
2/16/2023,Bus,"1,461,093"
2/16/2023,AAR,"28,364"
2/17/2023,BT,"940,247"
2/17/2023,Subway,"3,253,165"
2/17/2023,SIR,"5,892"
2/17/2023,MNR,"150,151"
2/17/2023,LIRR,"172,113"
2/17/2023,Bus,"1,315,466"
2/17/2023,AAR,"26,759"
2/18/2023,AAR,"15,612"
2/18/2023,Subway,"2,271,106"
2/18/2023,SIR,"1,266"
2/18/2023,MNR,"93,213"
2/18/2023,LIRR,"91,478"
2/18/2023,Bus,"822,505"
2/18/2023,BT,"863,499"
2/19/2023,AAR,"16,165"
2/19/2023,Subway,"1,824,136"
2/19/2023,SIR,959
2/19/2023,MNR,"75,064"
2/19/2023,LIRR,"75,448"
2/19/2023,Bus,"639,980"
2/19/2023,BT,"787,041"
2/20/2023,BT,"812,364"
2/20/2023,Subway,"2,238,557"
2/20/2023,SIR,"1,547"
2/20/2023,MNR,"79,984"
2/20/2023,LIRR,"90,371"
2/20/2023,Bus,"929,439"
2/20/2023,AAR,"14,818"
2/21/2023,BT,"867,500"
2/21/2023,Subway,"3,325,542"
2/21/2023,SIR,"6,525"
2/21/2023,MNR,"174,283"
2/21/2023,LIRR,"194,967"
2/21/2023,Bus,"1,273,578"
2/21/2023,AAR,"27,224"
2/22/2023,AAR,"27,895"
2/22/2023,Subway,"3,454,362"
2/22/2023,SIR,"6,538"
2/22/2023,MNR,"171,187"
2/22/2023,LIRR,"193,753"
2/22/2023,Bus,"1,305,744"
2/22/2023,BT,"873,583"
2/23/2023,AAR,"27,336"
2/23/2023,Subway,"3,498,367"
2/23/2023,SIR,"6,695"
2/23/2023,MNR,"167,193"
2/23/2023,LIRR,"188,438"
2/23/2023,Bus,"1,328,927"
2/23/2023,BT,"910,017"
2/24/2023,Bus,"1,246,797"
2/24/2023,Subway,"3,246,699"
2/24/2023,SIR,"5,551"
2/24/2023,AAR,"26,077"
2/24/2023,MNR,"153,058"
2/24/2023,LIRR,"179,793"
2/24/2023,BT,"931,517"
2/25/2023,BT,"834,300"
2/25/2023,Subway,"2,043,635"
2/25/2023,SIR,"1,396"
2/25/2023,MNR,"81,742"
2/25/2023,LIRR,"86,403"
2/25/2023,Bus,"800,947"
2/25/2023,AAR,"15,461"
2/26/2023,BT,"810,038"
2/26/2023,Subway,"1,625,191"
2/26/2023,SIR,"1,095"
2/26/2023,MNR,"67,702"
2/26/2023,LIRR,"74,226"
2/26/2023,Bus,"676,041"
2/26/2023,AAR,"15,891"
2/27/2023,AAR,"26,730"
2/27/2023,Subway,"3,337,916"
2/27/2023,SIR,"6,752"
2/27/2023,MNR,"160,346"
2/27/2023,LIRR,"180,277"
2/27/2023,Bus,"1,423,292"
2/27/2023,BT,"858,126"
2/28/2023,AAR,"26,116"
2/28/2023,Subway,"3,412,079"
2/28/2023,SIR,"6,690"
2/28/2023,MNR,"139,326"
2/28/2023,LIRR,"177,532"
2/28/2023,Bus,"1,349,173"
2/28/2023,BT,"754,778"
3/1/2023,BT,"905,202"
3/1/2023,Subway,"3,780,713"
3/1/2023,SIR,"7,403"
3/1/2023,MNR,"176,661"
3/1/2023,LIRR,"192,142"
3/1/2023,Bus,"1,511,792"
3/1/2023,AAR,"29,449"
3/2/2023,BT,"938,334"
3/2/2023,Subway,"3,765,925"
3/2/2023,SIR,"7,434"
3/2/2023,MNR,"176,678"
3/2/2023,LIRR,"195,243"
3/2/2023,Bus,"1,493,623"
3/2/2023,AAR,"28,978"
3/3/2023,AAR,"27,298"
3/3/2023,Subway,"3,481,830"
3/3/2023,SIR,"6,167"
3/3/2023,MNR,"150,603"
3/3/2023,LIRR,"172,623"
3/3/2023,Bus,"1,417,670"
3/3/2023,BT,"937,815"
3/4/2023,MNR,"84,352"
3/4/2023,Subway,"2,173,217"
3/4/2023,SIR,"1,449"
3/4/2023,LIRR,"96,720"
3/4/2023,Bus,"870,341"
3/4/2023,BT,"847,470"
3/4/2023,AAR,"16,263"
3/5/2023,BT,"833,993"
3/5/2023,Subway,"1,772,121"
3/5/2023,SIR,"1,215"
3/5/2023,MNR,"72,918"
3/5/2023,LIRR,"81,079"
3/5/2023,Bus,"712,408"
3/5/2023,AAR,"16,956"
3/6/2023,BT,"879,007"
3/6/2023,Subway,"3,427,019"
3/6/2023,SIR,"6,849"
3/6/2023,MNR,"163,314"
3/6/2023,LIRR,"185,896"
3/6/2023,Bus,"1,460,599"
3/6/2023,AAR,"27,550"
3/7/2023,BT,"890,482"
